,magnitude,date_time,cdi,mmi,alert,tsunami,sig,net,nst,dmin,gap,magType,depth,latitude,longitude,year,month
197,6.5,2018-09-09 19:31:00,3,6,green,1,651,us,0,1.638,25.0,mww,68.0,-10.0207,161.503,2018,9
198,7.9,2018-09-06 15:49:00,7,4,green,1,979,us,0,1.431,12.0,mww,670.81,-18.4743,179.35,2018,9
199,6.6,2018-09-05 18:07:00,8,9,orange,1,1075,us,0,1.13,32.0,mww,35.0,42.6861,141.929,2018,9
200,7.1,2018-08-29 03:51:00,2,5,green,1,776,us,0,2.548,23.0,mww,21.43,-22.0295,170.126,2018,8
201,7.1,2018-08-24 09:04:00,0,3,green,0,776,us,0,3.77,12.0,mww,630.0,-11.0355,-70.8284,2018,8
202,6.5,2018-08-21 22:32:00,6,7,green,1,652,us,0,4.797,10.0,mww,9.0,-16.0315,168.143,2018,8
203,7.3,2018-08-21 21:31:00,8,6,yellow,1,1570,us,0,1.822,15.0,mww,146.82,10.7731,-62.9019,2018,8
204,6.9,2018-08-19 14:56:00,7,7,green,0,1206,us,0,2.453,31.0,mww,21.0,-8.319,116.627,2018,8
205,8.2,2018-08-19 00:19:00,5,4,green,1,1050,us,0,3.63,13.0,mww,600.0,-18.1125,-178.153,2018,8
206,6.5,2018-08-17 15:35:00,5,3,green,0,743,us,0,2.719,23.0,mww,529.0,-7.3718,119.802,2018,8
207,6.5,2018-08-15 21:56:00,6,6,green,1,655,us,0,0.576,22.0,mww,33.93,51.4234,-178.026,2018,8
208,6.9,2018-08-05 11:46:00,9,8,orange,0,1704,us,0,2.271,15.0,mww,34.0,-8.2581,116.438,2018,8
209,6.9,2018-05-04 22:32:00,7,8,yellow,1,1392,hv,63,0.11,210.0,mw,5.81,19.3182,-155.0,2018,5
210,6.8,2018-04-02 13:40:00,5,3,green,0,733,us,0,5.32,16.0,mww,559.0,-20.6588,-63.0058,2018,4
211,6.9,2018-03-29 21:25:00,9,6,green,1,741,us,0,1.487,18.0,mww,35.0,-5.5321,151.5,2018,3
212,6.7,2018-03-26 09:51:00,5,6,green,1,696,us,0,1.507,15.0,mww,40.0,-5.5024,151.402,2018,3
213,6.8,2018-03-08 17:39:00,6,6,green,1,719,us,0,1.049,16.0,mww,22.86,-4.3762,153.2,2018,3
214,6.7,2018-03-06 14:13:00,8,7,green,1,697,us,0,5.457,19.0,mww,20.49,-6.3043,142.612,2018,3
215,7.5,2018-02-25 17:44:00,9,8,yellow,1,943,us,0,5.48,17.0,mww,25.21,-6.0699,142.754,2018,2
216,7.2,2018-02-16 23:39:00,7,7,yellow,1,1384,us,0,0.142,82.0,mww,22.0,16.3855,-97.9787,2018,2
217,7.9,2018-01-23 09:31:00,9,4,green,1,1870,us,0,2.585,30.0,mww,14.06,56.0039,-149.166,2018,1
218,7.1,2018-01-14 09:18:00,9,7,green,1,1075,us,0,4.29,23.0,mww,39.0,-15.7675,-74.7092,2018,1
219,7.5,2018-01-10 02:51:00,8,5,green,1,1623,us,0,4.581,12.0,mww,19.0,17.4825,-83.52,2018,1
220,6.5,2017-12-15 16:47:00,8,7,green,0,998,us,0,2.365,28.0,mww,90.0,-7.4921,108.174,2017,12
221,6.5,2017-12-13 18:03:00,1,5,green,1,651,us,0,17.654,23.0,mww,17.0,-54.2189,2.1628,2017,12
222,7.0,2017-11-19 22:43:00,4,6,green,1,771,us,0,0.617,14.0,mww,10.0,-21.3246,168.671,2017,11
223,6.6,2017-11-19 15:09:00,4,5,green,1,676,us,0,0.529,21.0,mww,13.0,-21.5027,168.598,2017,11
224,6.5,2017-11-13 02:28:00,8,8,yellow,1,1153,us,0,0.225,37.0,mww,19.36,9.5147,-84.4865,2017,11
225,7.3,2017-11-12 18:18:00,8,9,red,0,2790,us,0,0.284,33.0,mww,19.0,34.9109,45.9592,2017,11
226,6.5,2017-11-07 21:26:00,6,5,green,1,661,us,0,4.449,10.0,mww,110.57,-4.2433,143.485,2017,11
227,6.8,2017-11-04 09:00:00,5,5,green,1,727,us,0,4.852,21.0,mww,10.0,-15.3197,-173.168,2017,11
228,6.6,2017-11-01 02:23:00,3,5,green,1,674,us,0,0.788,29.0,mww,22.0,-21.6484,168.859,2017,11
229,6.7,2017-10-31 00:42:00,3,4,green,1,691,us,0,1.062,55.0,mww,24.0,-21.6971,169.148,2017,10
230,6.7,2017-10-24 10:47:00,3,3,green,0,694,us,0,1.634,16.0,mww,553.81,-7.2168,123.074,2017,10
231,6.5,2017-10-08 22:34:00,3,5,green,1,651,us,0,1.154,11.0,mww,119.0,52.3909,176.769,2017,10
232,7.1,2017-09-19 18:14:00,9,8,unknown,0,1686,us,0,0.984,23.0,mww,48.0,18.5499,-98.4887,2017,9
233,8.2,2017-09-08 04:49:00,9,7,red,1,2910,us,0,0.944,22.0,mww,47.39,15.0222,-93.8993,2017,9
234,6.5,2017-08-08 13:19:00,5,7,yellow,0,707,us,0,11.411,22.0,mww,9.0,33.1926,103.855,2017,8
235,6.6,2017-07-20 22:31:00,7,7,yellow,0,1064,us,0,0.913,16.0,mww,7.0,36.9293,27.4139,2017,7
236,7.7,2017-07-17 23:34:00,8,7,green,1,918,us,0,3.564,13.0,mww,10.0,54.4434,168.857,2017,7
237,6.6,2017-07-11 07:00:00,5,4,green,1,704,us,0,3.773,37.0,mww,10.0,-49.4837,164.016,2017,7
238,6.5,2017-07-06 08:03:00,9,8,yellow,1,740,us,0,4.139,30.0,mww,9.0,11.1269,124.629,2017,7
239,6.8,2017-06-22 12:31:00,6,6,yellow,1,1034,us,0,1.065,38.0,mww,38.12,13.7174,-90.9718,2017,6
240,6.9,2017-06-14 07:29:00,8,6,yellow,1,1188,us,0,0.247,35.0,mww,93.0,14.9091,-92.0092,2017,6
241,6.8,2017-06-02 22:24:00,0,4,green,1,711,us,0,2.308,12.0,mww,5.0,54.0312,170.92,2017,6
242,6.6,2017-05-29 14:35:00,7,7,green,0,678,us,0,2.353,18.0,mww,12.0,-1.2923,120.431,2017,5
243,6.5,2017-05-10 23:23:00,0,4,green,1,650,us,0,6.489,17.0,mww,15.0,-56.414,-25.7432,2017,5
244,6.8,2017-05-09 13:52:00,6,5,green,1,713,us,0,7.495,19.0,mww,169.0,-14.5884,167.377,2017,5
245,6.9,2017-04-28 20:23:00,9,6,green,1,814,us,0,1.636,14.0,mww,26.0,5.5043,125.066,2017,4
246,6.9,2017-04-24 21:38:00,9,7,yellow,1,1642,us,0,0.356,39.0,mww,28.0,-33.0375,-72.0617,2017,4
247,6.5,2017-04-03 17:40:00,7,8,green,0,1297,us,0,2.36,15.0,mww,29.0,-22.6784,25.1558,2017,4
248,6.6,2017-03-29 04:09:00,6,7,yellow,1,671,us,0,4.591,14.0,mww,17.0,56.9401,162.786,2017,3
249,6.9,2017-02-24 17:28:00,2,3,green,1,733,us,0,6.012,19.0,mww,414.5,-23.2593,-178.804,2017,2
250,6.5,2017-02-21 14:09:00,3,3,green,0,653,us,0,4.242,14.0,mww,595.98,-19.2814,-63.9047,2017,2
251,6.5,2017-02-10 14:03:00,8,7,yellow,1,718,us,0,2.822,36.0,mww,15.0,9.9071,125.452,2017,2
252,7.9,2017-01-22 04:30:00,9,7,yellow,1,987,us,0,3.625,9.0,mww,135.0,-6.2464,155.172,2017,1
253,6.5,2017-01-19 23:04:00,6,6,green,1,654,us,0,1.64,21.0,mww,36.0,-10.3506,161.335,2017,1
254,7.3,2017-01-10 06:13:00,6,3,green,1,849,us,0,3.813,18.0,mww,627.17,4.4782,122.617,2017,1
255,6.9,2017-01-03 21:52:00,6,4,green,1,742,us,0,2.495,13.0,mww,12.0,-19.3733,176.052,2017,1
256,7.6,2016-12-25 14:22:00,9,8,yellow,1,1152,us,0,0.355,29.0,mww,38.0,-43.4064,-73.9413,2016,12
257,6.7,2016-12-21 00:17:00,5,5,green,0,726,us,0,3.38,17.0,mww,152.0,-7.5082,127.921,2016,12
258,7.9,2016-12-17 10:51:00,9,7,yellow,1,972,us,0,1.389,13.0,mww,94.54,-4.5049,153.522,2016,12
259,6.9,2016-12-09 19:10:00,8,6,green,1,737,us,0,1.747,26.0,mww,19.73,-10.749,161.132,2016,12
260,6.5,2016-12-08 21:56:00,0,5,green,0,650,us,0,1.937,18.0,mww,12.26,-10.8416,161.314,2016,12
261,7.8,2016-12-08 17:38:00,9,8,green,1,961,us,0,1.836,13.0,mww,40.0,-10.6812,161.327,2016,12
262,6.6,2016-12-08 14:49:00,5,4,green,1,1120,us,0,1.405,55.0,mww,8.45,40.4535,-126.194,2016,12
263,6.5,2016-12-06 22:03:00,9,8,yellow,0,731,us,0,0.778,27.0,mww,13.0,5.2834,96.1678,2016,12
264,6.6,2016-11-25 14:24:00,8,7,green,0,693,us,0,1.697,20.0,mww,17.0,39.2732,73.9776,2016,11
265,6.9,2016-11-24 18:43:00,5,4,green,1,855,us,0,1.796,20.0,mww,10.0,11.9097,-88.8968,2016,11
266,6.9,2016-11-21 20:59:00,9,6,green,1,1144,us,0,0.671,10.0,mww,9.0,37.3931,141.387,2016,11
267,6.5,2016-11-14 00:34:00,7,7,yellow,1,664,us,0,0.283,56.0,mww,9.0,-42.6058,173.254,2016,11
268,6.5,2016-11-13 11:32:00,6,7,yellow,1,656,us,0,0.135,58.0,mww,10.0,-42.3205,173.669,2016,11
269,7.8,2016-11-13 11:02:00,9,9,orange,1,1545,us,0,0.481,21.0,mww,15.11,-42.7373,173.054,2016,11
270,6.6,2016-10-30 06:40:00,9,8,red,0,2840,us,0,0.174,25.0,mww,8.0,42.8621,13.0961,2016,10
271,6.6,2016-10-19 00:26:00,3,3,green,0,677,us,0,2.022,16.0,mww,614.0,-4.8626,108.163,2016,10
272,6.8,2016-10-17 06:14:00,3,6,green,1,716,us,0,3.727,11.0,mww,42.0,-6.0033,148.887,2016,10
273,6.9,2016-09-24 21:28:00,2,3,green,1,733,us,0,4.051,9.0,mww,596.4,-19.7819,-178.244,2016,9
274,7.0,2016-09-01 16:37:00,5,6,green,1,897,us,0,0.698,21.0,mww,19.0,-37.3586,179.146,2016,9
275,6.8,2016-08-31 03:11:00,4,3,green,1,713,us,0,0.803,12.0,mww,476.0,-3.6849,152.792,2016,8
276,6.8,2016-08-24 10:34:00,6,6,yellow,0,981,us,0,1.802,17.0,mww,82.0,20.9228,94.569,2016,8
277,7.2,2016-08-12 01:26:00,6,5,green,1,799,us,0,4.823,14.0,mww,16.37,-22.4765,173.117,2016,8
278,7.7,2016-07-29 21:18:00,5,6,green,1,971,us,0,3.294,14.0,mww,196.0,18.5429,145.507,2016,7
279,6.6,2016-06-01 22:56:00,4,6,green,0,671,us,0,2.435,16.0,mww,50.0,-2.0967,100.665,2016,6
280,7.2,2016-05-28 09:46:00,1,6,green,1,798,us,0,5.803,24.0,mww,78.0,-56.2409,-26.9353,2016,5
281,6.9,2016-05-28 05:38:00,3,3,green,1,733,us,0,5.485,19.0,mww,405.69,-21.9724,-178.204,2016,5
282,6.9,2016-05-18 16:46:00,8,7,green,1,780,us,0,1.192,17.0,mww,29.95,0.4947,-79.616,2016,5
283,6.7,2016-05-18 07:57:00,5,7,green,1,744,us,0,1.352,21.0,mww,16.0,0.4261,-79.7899,2016,5
284,7.0,2016-04-28 19:33:00,7,7,green,1,755,us,0,0.616,14.0,mww,24.0,-16.0429,167.379,2016,4
285,7.8,2016-04-16 23:58:00,9,9,orange,1,1163,us,0,1.44,15.0,mww,20.59,0.3819,-79.9218,2016,4
286,7.0,2016-04-15 16:25:00,9,9,red,1,2074,us,0,0.349,32.0,mww,10.0,32.7906,130.754,2016,4
287,6.9,2016-04-13 13:55:00,6,6,yellow,0,903,us,0,3.001,14.0,mww,136.0,23.0944,94.8654,2016,4
288,6.6,2016-04-10 10:28:00,6,4,green,0,738,us,0,0.789,17.0,mww,212.0,36.4725,71.1311,2016,4
289,6.7,2016-04-07 03:32:00,7,5,green,1,692,us,0,6.787,25.0,mww,27.59,-13.9805,166.594,2016,4
290,6.7,2016-04-06 06:58:00,7,6,green,1,691,us,0,6.697,19.0,mww,24.0,-14.0683,166.624,2016,4
291,6.9,2016-04-03 08:23:00,7,6,green,1,734,us,0,1.166,25.0,mww,26.0,-14.3235,166.855,2016,4
292,7.8,2016-03-02 12:49:00,4,3,green,0,948,us,0,7.009,20.0,mww,24.0,-4.9521,94.3299,2016,3
293,7.2,2016-01-30 03:25:00,3,7,green,1,799,us,0,0.958,17.0,mww,177.0,53.9776,158.546,2016,1
294,7.1,2016-01-24 10:30:00,7,7,green,1,1496,ak,0,0.0,0.0,mw,125.6,59.6204,-153.339,2016,1
295,6.6,2016-01-21 18:06:00,3,4,green,1,673,us,0,2.413,74.0,mww,10.0,18.8239,-106.934,2016,1
296,6.7,2016-01-14 03:25:00,5,6,green,1,717,us,0,0.281,22.0,mww,46.0,41.9723,142.781,2016,1
297,6.5,2016-01-11 16:38:00,3,6,green,1,651,us,0,3.144,22.0,mww,13.0,3.8965,126.862,2016,1
298,6.7,2016-01-03 23:05:00,8,7,orange,0,1515,us,0,1.794,16.0,mww,55.0,24.8036,93.6505,2016,1
299,6.6,2015-12-17 19:49:00,8,6,green,1,765,us,0,0.41,35.0,mww,85.0,15.8015,-93.633,2015,12
300,6.9,2015-12-09 10:21:00,8,5,green,0,738,us,0,2.979,14.0,mww,21.0,-4.1064,129.508,2015,12
301,7.2,2015-12-07 07:50:00,4,7,green,0,827,us,0,1.116,18.0,mww,22.0,38.2107,72.7797,2015,12
302,6.7,2015-11-26 05:45:00,2,3,green,0,691,us,0,2.033,19.0,mww,602.75,-9.1825,-71.2574,2015,11
303,7.6,2015-11-24 22:50:00,5,4,green,0,896,us,0,2.852,10.0,mww,620.56,-10.0598,-71.0184,2015,11
304,7.6,2015-11-24 22:45:00,6,5,green,1,957,us,0,3.287,10.0,mww,606.21,-10.5372,-70.9437,2015,11
305,6.8,2015-11-18 18:31:00,5,6,green,1,715,us,0,1.599,19.0,mww,12.59,-8.8994,158.422,2015,11
306,6.5,2015-11-17 07:10:00,7,7,orange,0,1018,us,0,0.0,0.0,mww,11.0,38.67,20.6,2015,11
307,6.7,2015-11-13 20:51:00,5,4,green,0,702,us,0,1.444,17.0,mww,12.0,31.0009,128.873,2015,11
308,6.9,2015-11-11 02:46:00,5,6,green,0,744,us,0,0.821,43.0,mww,10.0,-29.5097,-72.0585,2015,11
309,6.9,2015-11-11 01:54:00,6,6,green,1,761,us,0,0.784,32.0,mww,12.0,-29.5067,-72.0068,2015,11
310,6.6,2015-11-08 16:47:00,7,4,green,0,675,us,0,2.792,31.0,mww,10.0,6.8431,94.648,2015,11
311,6.8,2015-11-07 07:31:00,7,7,green,1,841,us,0,0.258,41.0,mww,46.0,-30.8796,-71.4519,2015,11
312,6.5,2015-11-04 03:44:00,5,7,green,0,657,us,0,1.53,21.0,mww,20.0,-8.3381,124.875,2015,11
313,7.5,2015-10-26 09:09:00,8,7,orange,0,1448,us,0,0.622,18.0,mww,231.0,36.5244,70.3676,2015,10
314,7.1,2015-10-20 21:52:00,6,6,green,1,780,us,0,0.592,11.0,mww,135.0,-14.8595,167.303,2015,10
315,6.6,2015-09-24 15:53:00,7,7,green,0,671,us,0,2.486,13.0,mww,18.0,-0.6212,131.262,2015,9
316,6.6,2015-09-21 17:40:00,5,7,green,1,820,us,0,1.064,14.0,mww,35.0,-31.7275,-71.3792,2015,9
317,6.7,2015-09-17 04:10:00,5,7,green,0,718,us,0,0.853,35.0,mww,23.0,-31.5173,-71.804,2015,9
318,6.5,2015-09-17 03:55:00,6,7,green,0,657,us,0,0.749,62.0,mww,27.0,-31.4244,-71.6876,2015,9
319,7.0,2015-09-16 23:18:00,8,7,green,0,799,us,0,0.903,13.0,mww,28.41,-31.5622,-71.4262,2015,9
320,8.3,2015-09-16 22:54:00,9,8,orange,1,1960,us,0,0.684,19.0,mww,22.44,-31.5729,-71.6744,2015,9
321,6.7,2015-09-13 08:14:00,5,5,green,1,708,us,0,1.256,123.0,mww,10.0,24.913,-109.623,2015,9
322,6.5,2015-08-12 18:49:00,0,5,green,1,650,us,0,2.045,16.0,mww,6.43,-9.3293,157.877,2015,8
323,6.6,2015-08-10 04:12:00,3,5,green,1,671,us,0,1.872,20.0,mww,22.0,-9.3438,158.053,2015,8
324,7.0,2015-07-27 21:41:00,9,7,green,1,762,us,0,6.278,12.0,mww,48.0,-2.6286,138.528,2015,7
325,6.9,2015-07-27 04:49:00,4,7,green,1,734,us,0,0.444,39.0,mww,29.0,52.376,-169.446,2015,7
326,7.0,2015-07-18 02:27:00,8,6,green,1,759,us,0,5.205,22.0,mww,11.0,-10.4012,165.141,2015,7
327,6.5,2015-07-16 15:16:00,4,4,green,1,686,us,0,1.218,20.0,mww,20.0,13.8672,-58.5479,2015,7
328,6.7,2015-07-10 04:12:00,4,5,green,1,691,us,0,1.529,11.0,mww,12.0,-9.307,158.403,2015,7
329,6.5,2015-06-23 12:18:00,3,4,green,0,652,us,0,2.277,11.0,mww,460.0,27.7375,139.725,2015,6
330,7.8,2015-05-30 11:23:00,6,3,green,1,1151,us,0,1.675,12.0,mww,664.0,27.8386,140.493,2015,5
331,6.8,2015-05-29 07:00:00,5,6,green,1,762,ak,0,0.0,0.0,mw,72.6,56.594,-156.43,2015,5
332,6.8,2015-05-22 23:59:00,1,5,green,1,711,us,0,3.619,18.0,mww,10.0,-11.1093,163.215,2015,5
333,6.9,2015-05-22 21:45:00,1,4,green,1,732,us,0,4.024,22.0,mww,11.19,-11.0559,163.696,2015,5
334,6.8,2015-05-20 22:48:00,1,4,green,1,711,us,0,4.395,15.0,mww,11.0,-10.8759,164.169,2015,5
335,6.8,2015-05-12 21:12:00,8,6,green,1,831,us,0,1.422,8.0,mww,35.0,38.9056,142.032,2015,5
336,7.3,2015-05-12 07:05:00,8,7,orange,0,1563,us,0,0.677,11.0,mww,15.0,27.8087,86.0655,2015,5
337,7.1,2015-05-07 07:10:00,1,6,green,1,776,us,0,3.835,11.0,mww,10.0,-7.2175,154.557,2015,5
338,7.5,2015-05-05 01:44:00,7,8,green,1,869,us,0,1.295,22.0,mww,55.0,-5.4624,151.875,2015,5
339,6.8,2015-05-01 08:06:00,5,6,green,1,714,us,0,1.074,23.0,mww,44.0,-5.2005,151.777,2015,5
340,6.7,2015-04-30 10:45:00,5,6,green,1,692,us,0,1.239,12.0,mww,31.0,-5.375,151.771,2015,4
341,6.7,2015-04-26 07:09:00,7,7,yellow,0,1016,us,0,0.727,13.0,mww,22.91,27.7711,86.0173,2015,4
342,6.6,2015-04-25 06:45:00,8,7,yellow,0,733,us,0,1.778,16.0,mww,10.0,28.2244,84.8216,2015,4
343,7.8,2015-04-25 06:11:00,8,9,red,0,2820,us,0,1.857,12.0,mww,8.22,28.2305,84.7314,2015,4
344,6.5,2015-04-17 15:52:00,0,5,green,1,650,us,0,3.702,42.0,mww,10.0,-15.8815,-178.6,2015,4
345,6.5,2015-03-30 08:48:00,2,5,green,1,650,us,0,4.629,36.0,mww,11.0,-15.4994,-173.029,2015,3
346,7.5,2015-03-29 23:48:00,6,7,green,1,872,us,0,0.666,19.0,mww,41.0,-4.7294,152.562,2015,3
347,7.0,2015-02-27 13:45:00,4,6,green,0,760,us,0,1.362,12.0,mww,552.06,-7.2968,122.535,2015,2
348,6.7,2015-02-16 23:06:00,5,5,green,1,714,us,0,1.925,20.0,mww,23.0,39.8558,142.881,2015,2
349,6.7,2015-02-11 18:57:00,4,6,green,1,700,us,0,2.11,16.0,mww,223.0,-23.1125,-66.688,2015,2
350,6.8,2015-01-23 03:47:00,1,4,green,1,711,us,0,2.019,13.0,mww,219.96,-17.0309,168.52,2015,1
351,6.5,2015-01-07 05:07:00,1,4,green,1,650,us,0,4.318,61.0,mww,8.0,5.9045,-82.6576,2015,1
352,6.6,2014-12-08 08:54:00,7,6,green,1,709,us,0,2.485,43.0,mww,20.0,7.9401,-82.6865,2014,12
353,6.6,2014-12-07 01:22:00,1,5,green,1,670,us,0,3.246,12.0,mww,23.0,-6.5108,154.46,2014,12
354,6.6,2014-12-02 05:11:00,1,3,green,0,670,us,0,2.6,9.0,mww,614.0,6.1572,123.126,2014,12
355,6.8,2014-11-26 14:33:00,6,5,green,1,713,us,0,1.421,19.0,mww,39.0,1.9604,126.575,2014,11
356,6.5,2014-11-21 10:10:00,5,5,green,1,652,us,0,1.549,9.0,mww,35.0,2.2999,127.056,2014,11
357,6.7,2014-11-16 22:33:00,7,4,green,1,698,us,0,1.079,25.0,mww,22.0,-37.6478,179.662,2014,11
358,7.1,2014-11-15 02:31:00,4,6,green,1,779,us,0,1.397,18.0,mww,45.0,1.8929,126.522,2014,11
359,6.6,2014-11-07 03:33:00,2,6,green,1,671,us,0,3.557,13.0,mww,53.19,-5.9873,148.232,2014,11
360,7.1,2014-11-01 18:57:00,3,6,green,1,776,us,0,4.415,13.0,mww,434.0,-19.6903,-177.759,2014,11
361,7.3,2014-10-14 03:51:00,8,6,yellow,1,982,us,0,1.078,18.0,mww,40.0,12.5262,-88.1225,2014,10
362,6.7,2014-09-17 06:14:00,5,5,green,1,724,us,0,0.46,11.0,mww,130.0,13.7641,144.429,2014,9
363,6.8,2014-08-24 23:21:00,6,6,green,1,741,us,0,4.107,18.0,mww,101.0,-14.598,-73.5714,2014,8
364,6.9,2014-08-03 00:22:00,0,4,green,1,732,us,0,6.393,12.0,mww,13.0,0.8295,146.169,2014,8
365,6.9,2014-07-21 14:54:00,0,6,green,1,732,us,0,3.934,15.0,mww,615.42,-19.8015,-178.4,2014,7
366,6.5,2014-07-11 19:22:00,5,4,green,1,706,us,0,2.421,9.0,mww,20.0,37.0052,142.452,2014,7
367,6.9,2014-07-07 11:23:00,8,7,orange,1,1079,us,0,0.263,51.0,mww,53.0,14.724,-92.4614,2014,7
368,6.5,2014-07-04 15:00:00,0,4,green,1,650,us,0,2.124,15.0,mww,20.0,-6.2304,152.807,2014,7
369,6.7,2014-06-29 17:15:00,0,5,green,1,691,us,0,6.713,45.0,mww,18.0,-14.9831,-175.51,2014,6
370,6.9,2014-06-29 07:52:00,0,5,green,1,732,us,0,4.838,25.0,mww,8.0,-55.4703,-28.3669,2014,6
371,7.9,2014-06-23 20:53:00,6,8,green,1,963,us,0,0.133,22.0,mww,109.0,51.8486,178.735,2014,6
372,6.7,2014-06-23 20:06:00,0,5,green,0,691,us,0,0.748,43.0,mwc,26.59,-29.9414,-177.607,2014,6
373,6.5,2014-06-23 19:21:00,0,5,green,0,650,us,0,0.778,30.0,mwc,10.0,-29.9379,-177.516,2014,6
374,6.9,2014-06-23 19:19:00,0,5,green,1,732,us,0,0.751,35.0,mww,20.0,-29.9772,-177.725,2014,6
375,6.9,2014-05-24 09:25:00,9,7,green,0,951,us,0,0.402,25.0,mww,6.43,40.2893,25.3889,2014,5
376,6.5,2014-05-13 06:35:00,7,5,green,1,694,us,0,3.121,33.0,mww,10.0,7.2096,-82.3045,2014,5
377,6.6,2014-05-01 06:36:00,0,5,green,1,670,us,0,3.34,10.0,mww,106.0,-21.4542,170.355,2014,5
378,6.5,2014-04-24 03:10:00,4,6,green,1,838,us,0,0.0,0.0,mww,10.0,49.6388,-127.732,2014,4
379,7.5,2014-04-19 13:28:00,0,6,green,1,865,us,0,3.82,16.0,mww,43.37,-6.7547,155.024,2014,4
380,6.6,2014-04-19 01:04:00,0,6,green,1,670,us,0,3.803,11.0,mww,29.0,-6.6558,155.087,2014,4
381,7.2,2014-04-18 14:27:00,8,7,yellow,1,1017,us,0,2.25,46.0,mww,24.0,17.397,-100.972,2014,4
382,6.6,2014-04-13 13:24:00,0,6,green,0,670,us,0,2.666,22.0,mww,10.0,-11.1284,162.052,2014,4
383,7.4,2014-04-13 12:36:00,0,6,green,1,842,us,0,2.885,17.0,mww,39.0,-11.4633,162.051,2014,4
384,7.6,2014-04-12 20:14:00,0,7,green,1,889,us,0,2.828,13.0,mww,22.56,-11.2701,162.148,2014,4
385,6.6,2014-04-11 20:29:00,6,5,green,1,677,us,0,0.761,20.0,mww,135.0,11.642,-85.8779,2014,4
386,6.5,2014-04-11 08:16:00,0,6,green,1,650,us,0,3.787,16.0,mww,20.0,-6.7878,154.95,2014,4
387,7.1,2014-04-11 07:07:00,0,7,green,1,776,us,0,3.729,21.0,mww,60.53,-6.5858,155.048,2014,4
388,7.7,2014-04-03 02:43:00,8,9,yellow,1,1057,us,0,1.029,44.0,mww,22.4,-20.5709,-70.4931,2014,4
389,6.5,2014-04-03 01:58:00,7,7,green,0,670,us,0,0.828,82.0,mww,24.07,-20.3113,-70.5756,2014,4
390,6.9,2014-04-01 23:57:00,0,5,green,0,732,us,0,0.828,119.0,mww,28.42,-19.8927,-70.9455,2014,4
391,8.2,2014-04-01 23:46:00,9,8,yellow,1,1332,us,0,0.609,23.0,mww,25.0,-19.6097,-70.7691,2014,4
392,6.7,2014-03-16 21:16:00,7,7,green,1,718,us,0,1.008,44.0,mww,20.0,-19.9807,-70.7022,2014,3
393,6.8,2014-03-10 05:18:00,5,5,green,1,1211,nc,112,0.6568,229.0,mw,16.441,40.8287,-125.134,2014,3
394,6.5,2014-03-02 20:11:00,4,5,green,1,668,us,0,1.001,17.0,mww,119.0,27.4312,127.367,2014,3
395,6.5,2014-02-18 09:27:00,5,4,green,1,681,us,0,1.635,30.0,mww,14.83,14.6682,-58.9272,2014,2
