,magnitude,date_time,cdi,mmi,alert,tsunami,sig,net,nst,dmin,gap,magType,depth,latitude,longitude,year,month
794,7.5,2001-10-19 03:28:00,0,6,unknown,0,865,us,234,0.0,0.0,mwc,33.0,-4.102,123.907,2001,10
795,7.0,2001-10-12 15:02:00,0,6,unknown,0,754,us,482,0.0,0.0,mwc,37.0,12.686,144.98,2001,10
796,6.5,2001-09-11 14:56:00,0,6,unknown,0,650,us,174,0.0,0.0,mwc,33.0,-0.578,133.13,2001,9
797,6.6,2001-07-28 07:32:00,6,6,unknown,0,754,ak,0,0.0,0.0,mw,131.8,58.775,-154.701,2001,7
798,6.5,2001-07-26 00:21:00,0,8,unknown,0,650,us,483,0.0,0.0,mwc,10.0,39.059,24.244,2001,7
799,7.6,2001-07-07 09:38:00,0,7,unknown,0,889,us,398,0.0,0.0,mwc,33.0,-17.543,-72.077,2001,7
800,6.6,2001-07-05 13:53:00,0,7,unknown,0,670,us,324,0.0,0.0,mwc,62.0,-16.086,-73.987,2001,7
801,6.7,2001-06-26 04:18:00,0,6,unknown,0,691,us,422,0.0,0.0,mwc,24.0,-17.745,-71.649,2001,6
802,8.4,2001-06-23 20:33:00,0,8,unknown,0,1086,official,518,0.0,0.0,mww,33.0,-16.265,-73.641,2001,6
803,6.7,2001-04-19 21:43:00,0,6,unknown,0,691,us,282,0.0,0.0,mwc,17.0,-7.41,155.865,2001,4
804,6.8,2001-03-24 06:27:00,0,7,unknown,0,711,us,596,0.0,0.0,mwc,50.0,34.083,132.526,2001,3
805,6.5,2001-03-19 05:52:00,0,6,unknown,0,650,us,206,0.0,0.0,mwc,33.0,-4.029,128.02,2001,3
806,6.8,2001-02-28 18:54:00,7,7,unknown,0,1441,uw,67,0.0,31.0,md,51.798,47.149,-122.727,2001,2
807,7.1,2001-02-24 07:23:00,0,7,unknown,0,776,us,426,0.0,0.0,mwc,35.0,1.271,126.249,2001,2
808,7.4,2001-02-13 19:28:00,0,6,unknown,0,842,us,221,0.0,0.0,mwc,36.0,-4.68,102.562,2001,2
809,6.6,2001-02-13 14:22:00,0,8,unknown,0,670,us,273,0.0,0.0,mwc,10.0,13.671,-88.938,2001,2
810,7.7,2001-01-26 03:16:00,0,9,unknown,0,912,us,472,0.0,0.0,mwc,16.0,23.419,70.232,2001,1
811,6.9,2001-01-16 13:25:00,0,6,unknown,0,732,us,117,0.0,0.0,mwb,28.0,-4.022,101.776,2001,1
812,7.7,2001-01-13 17:33:00,0,8,unknown,0,912,us,427,0.0,0.0,mwc,60.0,13.049,-88.66,2001,1
813,6.9,2001-01-10 16:02:00,5,7,unknown,0,745,ak,0,0.0,0.0,mw,36.4,56.7744,-153.281,2001,1
814,7.1,2001-01-09 16:49:00,0,7,unknown,0,776,us,372,0.0,0.0,mwb,103.0,-14.928,167.17,2001,1
815,6.8,2001-01-01 08:54:00,0,5,unknown,0,711,us,64,0.0,0.0,mwc,33.0,6.631,126.899,2001,1
816,7.5,2001-01-01 06:57:00,0,7,unknown,0,865,us,324,0.0,0.0,mwc,33.0,6.898,126.579,2001,1
817,6.5,2000-12-06 22:57:00,0,7,unknown,0,650,us,401,0.0,0.0,mwc,31.0,-4.218,152.725,2000,12
818,7.0,2000-12-06 17:11:00,0,7,unknown,0,754,us,495,0.0,0.0,mwc,30.0,39.566,54.799,2000,12
819,6.5,2000-11-25 18:10:00,0,6,unknown,0,650,us,268,0.0,0.0,mwc,33.0,40.167,49.954,2000,11
820,6.8,2000-11-25 18:09:00,0,6,unknown,0,711,us,446,0.0,0.0,mwc,50.4,40.245,49.946,2000,11
821,6.8,2000-11-18 06:54:00,0,6,unknown,0,711,us,402,0.0,0.0,mwb,33.0,-5.228,151.771,2000,11
822,6.6,2000-11-18 02:05:00,0,6,unknown,0,670,us,267,0.0,0.0,mwc,33.0,-5.097,153.181,2000,11
823,7.8,2000-11-17 21:01:00,0,7,unknown,0,936,us,346,0.0,0.0,mwc,33.0,-5.496,151.781,2000,11
824,6.5,2000-11-16 07:45:00,0,6,unknown,0,650,us,71,0.0,0.0,mb,33.0,-4.827,153.226,2000,11
825,7.8,2000-11-16 07:42:00,0,7,unknown,0,936,us,294,0.0,0.0,mwc,30.0,-5.233,153.102,2000,11
826,8.0,2000-11-16 04:54:00,0,7,unknown,0,985,us,254,0.0,0.0,mwc,33.0,-3.98,152.169,2000,11
827,6.5,2000-11-08 06:59:00,0,7,unknown,0,650,us,462,0.0,0.0,mwc,17.0,7.042,-77.829,2000,11
828,7.0,2000-10-29 08:37:00,0,7,unknown,0,754,us,60,0.0,0.0,mwc,50.0,-4.766,153.945,2000,10
829,6.8,2000-10-25 09:32:00,0,6,unknown,0,711,us,415,0.0,0.0,mwc,38.0,-6.549,105.63,2000,10
830,6.7,2000-10-06 04:30:00,0,8,unknown,0,691,us,390,0.0,0.0,mwc,10.0,35.456,133.134,2000,10
831,7.0,2000-10-04 16:58:00,0,7,unknown,0,754,us,357,0.0,0.0,mwc,23.0,-15.421,166.91,2000,10
832,6.5,2000-10-02 02:25:00,0,6,unknown,0,650,us,415,0.0,0.0,mwb,34.0,-7.977,30.709,2000,10
833,6.8,2000-08-28 15:05:00,0,6,unknown,0,711,us,336,0.0,0.0,mwc,16.0,-4.11,127.394,2000,8
834,6.5,2000-08-09 11:41:00,0,6,unknown,0,650,us,481,0.0,0.0,mwc,45.8,18.198,-102.48,2000,8
835,6.8,2000-08-04 21:13:00,0,7,unknown,0,711,us,593,0.0,0.0,mwc,10.0,48.786,142.246,2000,8
836,6.6,2000-08-03 01:09:00,0,6,unknown,0,670,us,218,0.0,0.0,mwc,33.0,-12.037,166.448,2000,8
837,6.5,2000-07-30 12:25:00,0,7,unknown,0,650,us,428,0.0,0.0,mwc,10.0,33.901,139.376,2000,7
838,6.6,2000-07-16 03:57:00,0,5,unknown,0,670,us,367,0.0,0.0,mwc,10.0,-7.747,150.917,2000,7
839,6.5,2000-07-11 01:32:00,0,6,unknown,0,650,ak,0,0.0,0.0,mw,42.9,57.3546,-154.198,2000,7
840,6.5,2000-06-21 00:51:00,0,9,unknown,0,650,us,351,0.0,0.0,mwc,10.0,63.98,-20.758,2000,6
841,7.9,2000-06-18 14:44:00,0,5,unknown,0,960,us,405,0.0,0.0,mwc,10.0,-13.802,97.453,2000,6
842,6.5,2000-06-17 15:40:00,0,8,unknown,0,650,us,406,0.0,0.0,mwc,10.0,63.966,-20.487,2000,6
843,6.7,2000-06-07 23:45:00,0,5,unknown,0,691,us,352,0.0,0.0,mwc,33.0,-4.612,101.905,2000,6
844,6.7,2000-06-04 16:39:00,0,5,unknown,0,691,us,147,0.0,0.0,mb,33.0,-4.646,102.102,2000,6
845,7.9,2000-06-04 16:28:00,0,8,unknown,0,960,us,379,0.0,0.0,mwc,33.0,-4.721,102.087,2000,6
846,7.2,2000-05-12 18:43:00,0,5,unknown,0,798,us,0,0.0,0.0,mwc,225.0,-23.548,-66.452,2000,5
847,7.6,2000-05-04 04:21:00,0,7,unknown,0,889,us,0,0.0,0.0,mwc,26.0,-1.105,123.573,2000,5
848,6.6,2000-03-03 22:22:00,0,8,unknown,0,670,us,0,0.0,0.0,mwc,10.0,-6.817,143.807,2000,3
849,6.6,2000-02-06 11:33:00,0,6,unknown,0,670,us,0,0.0,0.0,mwc,33.0,-5.844,150.876,2000,2
850,6.8,2000-01-28 14:21:00,0,6,unknown,0,711,us,0,0.0,0.0,mwc,61.1,43.046,146.837,2000,1
851,7.2,2000-01-08 16:47:00,0,6,unknown,0,798,us,0,0.0,0.0,mwc,183.4,-16.925,-174.248,2000,1
852,6.9,1999-12-29 13:29:00,0,6,unknown,0,732,us,0,0.0,0.0,mwb,33.0,-10.86,165.354,1999,12
853,6.5,1999-12-21 14:14:00,0,6,unknown,0,650,us,0,0.0,0.0,mwb,56.0,-6.845,105.555,1999,12
854,7.3,1999-12-11 18:03:00,0,7,unknown,0,820,us,0,0.0,0.0,mwc,33.0,15.766,119.74,1999,12
855,7.0,1999-12-06 23:12:00,0,7,unknown,0,754,ak,0,0.0,0.0,mw,43.6,57.3424,-154.347,1999,12
856,6.6,1999-11-30 04:01:00,0,5,unknown,0,670,us,0,0.0,0.0,mwb,128.1,-18.901,-69.171,1999,11
857,7.5,1999-11-26 13:21:00,0,7,unknown,0,865,us,0,0.0,0.0,mwc,33.0,-16.423,168.214,1999,11
858,7.0,1999-11-19 13:56:00,0,6,unknown,0,754,us,0,0.0,0.0,mwc,33.0,-6.351,148.763,1999,11
859,6.9,1999-11-17 03:27:00,0,6,unknown,0,732,us,0,0.0,0.0,mwc,47.5,-5.978,148.82,1999,11
860,7.2,1999-11-12 16:57:00,0,9,unknown,0,798,us,0,0.0,0.0,mwc,10.0,40.758,31.161,1999,11
861,6.5,1999-11-08 16:45:00,0,4,unknown,0,650,us,0,0.0,0.0,mwc,228.4,36.522,71.24,1999,11
862,7.1,1999-10-16 09:46:00,8,8,unknown,0,1576,ci,73,0.0,57.0,mw,13.73,34.6033,-116.265,1999,10
863,7.5,1999-09-30 16:31:00,0,8,unknown,0,865,us,0,0.0,0.0,mwc,60.6,16.059,-96.931,1999,9
864,6.5,1999-09-25 23:52:00,0,7,unknown,0,650,us,0,0.0,0.0,mwc,17.0,23.738,121.158,1999,9
865,7.7,1999-09-20 17:47:00,0,9,unknown,0,912,us,0,0.0,0.0,mwc,33.0,23.772,120.982,1999,9
866,6.6,1999-08-22 12:40:00,0,6,unknown,0,670,us,0,0.0,0.0,mwc,33.0,-16.117,168.039,1999,8
867,6.9,1999-08-20 10:02:00,0,6,unknown,0,732,us,0,0.0,0.0,mwc,20.0,9.044,-84.159,1999,8
868,7.6,1999-08-17 00:01:00,0,9,unknown,0,889,us,0,0.0,0.0,mwc,17.0,40.748,29.864,1999,8
869,6.7,1999-07-11 14:14:00,0,8,unknown,0,691,us,0,0.0,0.0,mwc,10.0,15.782,-88.33,1999,7
870,7.0,1999-06-15 20:42:00,0,7,unknown,0,754,us,0,0.0,0.0,mwc,70.0,18.386,-97.436,1999,6
871,6.6,1999-05-17 10:07:00,0,5,unknown,0,670,us,0,0.0,0.0,mwc,27.0,-5.165,152.877,1999,5
872,7.1,1999-05-16 00:51:00,0,7,unknown,0,776,us,0,0.0,0.0,mwc,73.7,-4.751,152.486,1999,5
873,7.1,1999-05-10 20:33:00,0,7,unknown,0,776,us,0,0.0,0.0,mwb,138.0,-5.159,150.88,1999,5
874,6.8,1999-04-13 10:38:00,0,5,unknown,0,711,us,0,0.0,0.0,mwc,164.2,-21.422,-176.46,1999,4
875,7.4,1999-04-05 11:08:00,0,7,unknown,0,842,us,0,0.0,0.0,mwc,150.0,-5.591,149.568,1999,4
876,6.8,1999-04-03 06:17:00,0,7,unknown,0,711,us,0,0.0,0.0,mwc,87.2,-16.66,-72.662,1999,4
877,6.6,1999-03-28 19:05:00,0,7,unknown,0,670,us,0,0.0,0.0,mwb,15.0,30.512,79.403,1999,3
878,6.9,1999-03-20 10:47:00,0,6,unknown,0,732,us,0,0.0,0.0,mwc,33.0,51.587,-177.668,1999,3
879,6.9,1999-03-08 12:25:00,0,5,unknown,0,732,us,0,0.0,0.0,mwc,56.6,52.056,159.52,1999,3
880,7.1,1999-03-04 08:52:00,0,6,unknown,0,776,us,0,0.0,0.0,mwc,33.0,5.397,121.937,1999,3
881,6.6,1999-03-04 05:38:00,0,7,unknown,0,670,us,0,0.0,0.0,mwc,33.0,28.343,57.193,1999,3
882,7.3,1999-02-06 21:47:00,0,7,unknown,0,820,us,0,0.0,0.0,mwc,90.1,-12.853,166.697,1999,2
883,6.6,1999-01-28 08:10:00,0,6,unknown,0,670,us,0,0.0,0.0,mwc,67.2,52.886,-169.123,1999,1
884,7.0,1999-01-19 03:35:00,0,7,unknown,0,754,us,0,0.0,0.0,mwc,114.1,-4.596,153.235,1999,1
885,6.8,1998-12-27 00:38:00,0,5,unknown,0,711,us,0,0.0,0.0,mwc,144.3,-21.632,-176.376,1998,12
886,7.7,1998-11-29 14:10:00,0,7,unknown,0,912,us,0,0.0,0.0,mwc,33.0,-2.071,124.891,1998,11
887,7.0,1998-11-09 05:38:00,0,7,unknown,0,754,us,0,0.0,0.0,mwc,33.0,-6.92,128.946,1998,11
888,6.7,1998-11-09 05:30:00,0,6,unknown,0,691,us,0,0.0,0.0,mwc,33.0,-6.954,129.022,1998,11
889,6.6,1998-09-28 13:34:00,0,5,unknown,0,670,us,0,0.0,0.0,mwb,151.6,-8.194,112.413,1998,9
890,6.6,1998-09-03 17:37:00,0,6,unknown,0,670,us,0,0.0,0.0,mwc,27.0,-29.45,-71.715,1998,9
891,6.8,1998-09-02 08:37:00,0,5,unknown,0,711,us,0,0.0,0.0,mwc,50.0,5.41,126.764,1998,9
892,7.2,1998-08-04 18:59:00,0,7,unknown,0,798,us,0,0.0,0.0,mwc,33.0,-0.593,-80.393,1998,8
893,6.7,1998-07-29 18:00:00,0,6,unknown,0,691,us,0,0.0,0.0,mwc,33.0,-2.693,138.901,1998,7
894,7.0,1998-07-17 08:49:00,0,7,unknown,0,754,us,0,0.0,0.0,mwc,10.0,-2.961,141.926,1998,7
895,7.0,1998-07-16 11:56:00,0,7,unknown,0,754,us,0,0.0,0.0,mwc,110.2,-11.04,166.16,1998,7
896,6.6,1998-05-30 06:22:00,0,6,unknown,0,670,us,0,0.0,0.0,mwb,33.0,37.106,70.11,1998,5
897,6.6,1998-05-22 04:48:00,0,8,unknown,0,670,us,0,0.0,0.0,mwb,24.0,-17.731,-65.431,1998,5
898,6.7,1998-05-21 05:34:00,0,6,unknown,0,691,us,0,0.0,0.0,mwb,33.0,0.207,119.584,1998,5
899,6.6,1998-05-13 23:02:00,0,6,unknown,0,670,us,0,0.0,0.0,mwc,61.4,-5.147,151.714,1998,5
900,7.5,1998-05-03 23:30:00,0,5,unknown,0,865,us,0,0.0,0.0,mwb,33.0,22.306,125.308,1998,5
901,6.6,1998-04-03 22:01:00,0,5,unknown,0,670,us,0,0.0,0.0,mwc,164.6,-8.148,-74.238,1998,4
902,7.0,1998-04-01 17:56:00,0,6,unknown,0,754,us,0,0.0,0.0,mwc,55.7,-0.544,99.261,1998,4
903,6.6,1998-03-14 19:40:00,0,8,unknown,0,670,us,0,0.0,0.0,mwc,9.0,30.154,57.605,1998,3
904,7.1,1998-01-30 12:16:00,0,7,unknown,0,776,us,0,0.0,0.0,mwc,42.0,-23.913,-70.207,1998,1
905,6.7,1998-01-12 16:36:00,0,6,unknown,0,691,us,0,0.0,0.0,mwc,23.4,-15.848,-179.376,1998,1
906,6.6,1998-01-12 10:14:00,0,7,unknown,0,670,us,0,0.0,0.0,mwc,34.8,-30.985,-71.41,1998,1
907,6.6,1998-01-10 08:20:00,0,6,unknown,0,670,us,0,0.0,0.0,mwc,33.0,14.374,-91.473,1998,1
908,7.2,1997-12-22 02:05:00,0,6,unknown,0,798,us,0,0.0,0.0,mwc,179.3,-5.495,147.867,1997,12
909,7.8,1997-12-05 11:26:00,0,7,unknown,0,936,us,0,0.0,0.0,mwc,33.0,54.841,162.035,1997,12
910,7.0,1997-11-25 12:14:00,0,6,unknown,0,754,us,0,0.0,0.0,mwc,24.0,1.241,122.536,1997,11
911,6.6,1997-11-18 13:07:00,0,7,unknown,0,670,us,0,0.0,0.0,mwc,33.0,37.57,20.656,1997,11
912,7.0,1997-11-15 18:59:00,0,6,unknown,0,754,us,0,0.0,0.0,mwc,123.1,-15.145,167.375,1997,11
913,6.5,1997-11-09 22:56:00,0,4,unknown,0,650,us,0,0.0,0.0,mwb,176.4,13.849,-88.808,1997,11
914,7.5,1997-11-08 10:02:00,0,7,unknown,0,865,us,0,0.0,0.0,mwc,33.0,35.069,87.325,1997,11
915,7.2,1997-10-28 06:15:00,0,7,unknown,0,798,us,0,0.0,0.0,mwc,112.0,-4.368,-76.681,1997,10
916,7.1,1997-10-15 01:03:00,0,7,unknown,0,776,us,0,0.0,0.0,mwc,58.0,-30.933,-71.22,1997,10
917,7.8,1997-10-14 09:53:00,0,7,unknown,0,936,us,0,0.0,0.0,mwb,167.3,-22.101,-176.772,1997,10
918,6.5,1997-10-06 12:30:00,0,5,unknown,0,650,us,0,0.0,0.0,mwb,105.6,9.79,125.779,1997,10
919,6.8,1997-09-02 12:13:00,0,5,unknown,0,711,us,0,0.0,0.0,mwb,198.7,3.849,-75.749,1997,9
920,6.6,1997-08-29 08:14:00,0,6,unknown,0,670,us,0,0.0,0.0,mwc,22.8,-3.562,144.362,1997,8
921,6.9,1997-07-19 14:22:00,0,6,unknown,0,732,us,0,0.0,0.0,mwb,33.0,16.333,-98.216,1997,7
922,7.0,1997-07-09 19:24:00,0,8,unknown,0,754,us,0,0.0,0.0,mwc,19.9,10.598,-63.486,1997,7
923,6.8,1997-07-06 09:54:00,0,6,unknown,0,711,us,0,0.0,0.0,mwc,19.0,-30.058,-71.872,1997,7
924,6.5,1997-05-22 07:50:00,0,6,unknown,0,650,us,0,0.0,0.0,mwc,70.0,18.684,-101.604,1997,5
925,6.8,1997-05-21 14:10:00,0,6,unknown,0,711,us,0,0.0,0.0,mwc,57.0,-20.438,169.287,1997,5
926,6.5,1997-05-13 14:13:00,0,4,unknown,0,650,us,0,0.0,0.0,mwb,196.0,36.411,70.945,1997,5
927,7.3,1997-05-10 07:57:00,0,9,unknown,0,820,us,0,0.0,0.0,mwb,10.0,33.825,59.809,1997,5
928,6.5,1997-04-23 19:44:00,0,6,unknown,0,650,us,0,0.0,0.0,mwc,100.8,13.986,144.901,1997,4
929,6.7,1997-04-22 09:31:00,0,7,unknown,0,691,us,0,0.0,0.0,mwb,5.0,11.112,-60.892,1997,4
930,7.7,1997-04-21 12:02:00,0,6,unknown,0,912,us,0,0.0,0.0,mwc,33.0,-12.584,166.676,1997,4
931,6.5,1997-04-05 12:23:00,0,6,unknown,0,650,us,0,0.0,0.0,mwc,69.1,-6.485,147.408,1997,4
932,6.9,1997-03-11 19:22:00,0,5,unknown,0,732,us,0,0.0,0.0,mwb,10.0,7.742,127.647,1997,3
933,7.1,1997-02-27 21:08:00,0,6,unknown,0,776,us,0,0.0,0.0,mwc,33.0,29.976,68.208,1997,2
934,6.5,1997-02-04 10:37:00,0,8,unknown,0,650,us,0,0.0,0.0,mwc,10.0,37.661,57.291,1997,2
935,7.2,1997-01-11 20:28:00,0,7,unknown,0,798,us,0,0.0,0.0,mwb,33.0,18.219,-102.756,1997,1
936,6.5,1996-12-22 14:53:00,0,4,unknown,0,650,us,0,0.0,0.0,mwc,226.5,43.207,138.92,1996,12
937,6.7,1996-12-02 22:17:00,0,6,unknown,0,691,us,0,0.0,0.0,mwc,49.2,31.789,131.314,1996,12
938,6.9,1996-11-19 10:44:00,0,7,unknown,0,732,us,0,0.0,0.0,mwc,33.0,35.345,78.133,1996,11
939,7.7,1996-11-12 16:59:00,0,7,unknown,0,912,us,0,0.0,0.0,mwc,33.0,-14.993,-75.675,1996,11
940,6.7,1996-10-19 14:44:00,0,7,unknown,0,691,us,0,0.0,0.0,mwc,22.0,31.885,131.468,1996,10
941,6.6,1996-10-18 10:50:00,0,7,unknown,0,670,us,0,0.0,0.0,mwc,10.0,30.568,131.093,1996,10
942,6.8,1996-10-14 23:26:00,0,6,unknown,0,711,us,0,0.0,0.0,mwc,24.0,-7.133,155.568,1996,10
943,6.8,1996-10-09 13:10:00,0,6,unknown,0,711,us,0,0.0,0.0,mwc,33.0,34.556,32.126,1996,10
944,6.6,1996-09-20 04:11:00,0,6,unknown,0,670,us,0,0.0,0.0,mwc,33.0,9.454,126.334,1996,9
945,6.6,1996-09-20 04:10:00,0,6,unknown,0,670,us,0,0.0,0.0,mwc,33.0,9.463,126.284,1996,9
946,6.8,1996-09-05 23:42:00,0,6,unknown,0,711,us,0,0.0,0.0,mwc,20.0,21.898,121.498,1996,9
947,6.9,1996-08-02 12:55:00,0,6,unknown,0,732,us,0,0.0,0.0,mwc,33.0,-10.769,161.445,1996,8
948,7.0,1996-07-22 14:19:00,0,6,unknown,0,754,us,0,0.0,0.0,mwc,33.0,1.0,120.45,1996,7
949,6.6,1996-07-16 10:07:00,0,6,unknown,0,670,us,0,0.0,0.0,mwb,33.0,1.016,120.254,1996,7
950,6.8,1996-07-15 21:23:00,0,6,unknown,0,711,us,0,0.0,0.0,mwb,18.3,17.6,-100.965,1996,7
951,7.9,1996-06-17 11:22:00,0,4,unknown,0,960,us,0,0.0,0.0,mwc,587.3,-7.137,122.589,1996,6
952,7.1,1996-06-11 18:22:00,0,6,unknown,0,776,us,0,0.0,0.0,mwc,33.0,12.614,125.154,1996,6
953,7.3,1996-06-10 15:24:00,0,7,unknown,0,820,us,0,0.0,0.0,mwc,26.3,51.478,-176.847,1996,6
954,7.9,1996-06-10 04:03:00,0,7,unknown,0,960,us,0,0.0,0.0,mwc,33.0,51.564,-177.632,1996,6
955,6.7,1996-06-10 01:04:00,0,4,unknown,0,691,us,0,0.0,0.0,mwc,200.1,-13.481,167.13,1996,6
956,7.2,1996-04-29 14:40:00,0,6,unknown,0,798,us,0,0.0,0.0,mwc,44.0,-6.518,154.999,1996,4
957,6.6,1996-04-19 00:19:00,0,7,unknown,0,670,us,0,0.0,0.0,mwb,49.5,-23.944,-70.093,1996,4
958,6.7,1996-03-17 14:48:00,0,5,unknown,0,691,us,0,0.0,0.0,mwc,164.4,-14.705,167.297,1996,3
959,6.7,1996-03-03 16:37:00,0,6,unknown,0,691,us,0,0.0,0.0,mwc,33.0,11.905,-86.772,1996,3
960,6.6,1996-03-03 14:55:00,0,6,unknown,0,670,us,0,0.0,0.0,mwc,33.0,11.657,-86.856,1996,3
961,7.1,1996-02-25 03:08:00,0,7,unknown,0,776,us,0,0.0,0.0,mw,21.1,15.978,-98.07,1996,2
962,7.5,1996-02-21 12:51:00,0,6,unknown,0,865,us,0,0.0,0.0,mw,10.0,-9.593,-79.587,1996,2
963,6.5,1996-02-17 20:18:00,0,6,unknown,0,650,us,0,0.0,0.0,mw,31.9,-0.917,136.225,1996,2
964,6.5,1996-02-17 14:21:00,0,6,unknown,0,650,us,0,0.0,0.0,mw,19.2,-0.567,135.84,1996,2
965,8.09,1996-02-17 05:59:00,0,8,unknown,0,1007,official,0,0.0,0.0,mww,33.0,-0.891,136.952,1996,2
966,6.7,1996-02-16 15:22:00,0,4,unknown,0,691,us,0,0.0,0.0,mw,40.8,37.353,142.38,1996,2
967,7.2,1996-02-07 21:36:00,0,6,unknown,0,798,us,0,0.0,0.0,mw,42.6,45.324,149.892,1996,2
968,6.6,1996-02-03 11:14:00,0,10,unknown,0,670,us,0,0.0,0.0,mw,11.1,27.291,100.276,1996,2
969,6.6,1996-01-01 09:57:00,0,7,unknown,0,670,us,0,0.0,0.0,ms,33.0,53.826,159.586,1996,1
970,7.9,1996-01-01 08:05:00,0,8,unknown,0,960,us,0,0.0,0.0,mw,24.0,0.729,119.931,1996,1
971,7.1,1995-12-25 04:43:00,0,6,unknown,0,776,us,0,0.0,0.0,mw,141.9,-6.903,129.151,1995,12
972,6.5,1995-12-19 23:28:00,0,6,unknown,0,650,us,0,0.0,0.0,mwb,63.4,-3.703,140.233,1995,12
973,7.9,1995-12-03 18:01:00,0,6,unknown,0,960,us,0,0.0,0.0,mw,33.0,44.663,149.3,1995,12
974,7.2,1995-11-22 04:15:00,0,9,unknown,0,798,us,0,0.0,0.0,mw,10.0,28.826,34.799,1995,11
975,6.7,1995-11-01 00:35:00,0,7,unknown,0,691,us,0,0.0,0.0,mw,19.9,-28.906,-71.417,1995,11
976,7.2,1995-10-21 02:38:00,0,6,unknown,0,798,us,0,0.0,0.0,mw,159.3,16.84,-93.469,1995,10
977,6.8,1995-10-19 02:41:00,0,6,unknown,0,711,us,0,0.0,0.0,mw,19.7,28.094,130.148,1995,10
978,7.1,1995-10-18 10:37:00,0,6,unknown,0,776,us,0,0.0,0.0,mw,28.4,27.929,130.175,1995,10
979,8.0,1995-10-09 15:35:00,0,8,unknown,0,985,us,0,0.0,0.0,mw,33.0,19.055,-104.205,1995,10
980,6.8,1995-10-06 18:09:00,0,7,unknown,0,711,us,0,0.0,0.0,mw,33.0,-2.045,101.436,1995,10
981,6.5,1995-10-03 12:44:00,0,7,unknown,0,650,us,0,0.0,0.0,mw,16.7,-2.778,-77.851,1995,10
982,7.0,1995-10-03 01:51:00,0,7,unknown,0,754,us,0,0.0,0.0,mw,24.4,-2.75,-77.881,1995,10
983,6.5,1995-09-23 22:31:00,0,5,unknown,0,650,us,0,0.0,0.0,mwb,59.9,-10.68,-78.581,1995,9
984,7.4,1995-09-14 14:04:00,0,7,unknown,0,842,us,0,0.0,0.0,mwb,23.0,16.779,-98.597,1995,9
985,6.6,1995-08-28 10:46:00,0,5,unknown,0,670,us,0,0.0,0.0,mwb,12.2,26.092,-110.284,1995,8
986,6.6,1995-08-19 21:43:00,0,6,unknown,0,670,us,0,0.0,0.0,mw,119.6,5.139,-75.577,1995,8
987,7.2,1995-08-16 23:10:00,0,6,unknown,0,798,us,0,0.0,0.0,mw,33.0,-5.771,154.347,1995,8
988,6.6,1995-08-16 16:24:00,0,4,unknown,0,670,us,0,0.0,0.0,mw,18.7,-5.429,153.773,1995,8
989,7.7,1995-08-16 10:27:00,0,6,unknown,0,912,us,0,0.0,0.0,mw,30.1,-5.799,154.178,1995,8
990,6.7,1995-08-14 04:37:00,0,6,unknown,0,691,us,0,0.0,0.0,mw,127.9,-4.836,151.515,1995,8
991,8.0,1995-07-30 05:11:00,0,8,unknown,0,985,us,0,0.0,0.0,mw,45.6,-23.34,-70.294,1995,7
992,6.8,1995-07-11 21:46:00,0,8,unknown,0,711,us,0,0.0,0.0,mw,12.5,21.966,99.196,1995,7
993,6.6,1995-06-29 12:24:00,0,5,unknown,0,670,us,0,0.0,0.0,mw,139.4,-19.544,169.287,1995,6
994,6.5,1995-06-15 00:15:00,0,7,unknown,0,650,us,0,0.0,0.0,mw,14.2,38.401,22.283,1995,6
995,7.1,1995-05-27 13:03:00,0,9,unknown,0,776,us,0,0.0,0.0,mwb,11.0,52.629,142.827,1995,5
996,7.7,1995-05-16 20:12:00,0,4,unknown,0,912,us,0,0.0,0.0,mw,20.2,-23.008,169.9,1995,5
997,6.9,1995-05-14 11:33:00,0,6,unknown,0,732,us,0,0.0,0.0,mw,11.2,-8.378,125.127,1995,5
998,6.6,1995-05-13 08:47:00,0,9,unknown,0,670,us,0,0.0,0.0,mw,14.0,40.149,21.695,1995,5
999,7.1,1995-05-05 03:53:00,0,7,unknown,0,776,us,0,0.0,0.0,mw,16.0,12.626,125.297,1995,5
